idx,move
2225,"[3, 3, 3, 3, 3]"
2625,"[0, 0, 1, 2, 2, 0, 0, 0]"
1937,"[0, 0, 0, 2, 0, 2]"
571,"[1, 2, 2, 2, 2, 0]"
115,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 0]"
1345,"[1, 1, 2, 2, 2, 2, 2]"
2330,"[1, 2, 2, 2, 2, 3, 1, 1, 1, 1, 2]"
2775,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
2442,"[1, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
275,"[1, 1, 1, 1, 1, 2]"
1425,"[3, 2, 2, 2, 3, 0, 0, 0, 0]"
1979,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
3034,"[3, 3, 3, 1, 1, 1, 1, 2, 2]"
1718,"[0, 3, 0, 0, 0, 2]"
2170,"[2, 2, 2, 2, 2, 0, 0]"
2238,"[1, 1, 1, 3, 3, 3, 1]"
1511,"[2, 2, 2, 2]"
3135,"[0, 2, 2, 2, 2, 1]"
814,"[1, 1, 1, 1, 2, 2, 2]"
2747,"[3, 3, 3, 3, 1, 1, 1, 1]"
2664,"[0, 0, 0, 0, 2, 2]"
2079,"[2, 1, 1, 1, 1, 3, 1]"
373,"[2, 1, 1, 1, 1]"
1412,"[1, 1, 3, 3, 3, 3]"
2508,"[2, 2, 2, 1, 1, 1, 1, 1]"
1792,"[2, 2, 2, 2, 0]"
222,"[0, 3, 3, 3, 3, 0, 0, 0, 0]"
2771,"[3, 2, 1, 3, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
815,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
2798,"[3, 3, 2, 0, 0, 3, 3, 3, 3]"
407,"[1, 1, 3, 3, 1, 1, 1]"
2537,"[2, 0, 0, 0, 3, 3, 3, 3, 0]"
2933,"[3, 3, 3, 3, 1, 1]"
432,"[3, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
1216,"[3, 0, 0, 0, 0, 0, 2]"
3095,"[2, 1, 1, 1, 1, 1]"
1203,"[2, 2, 2, 0, 0, 0, 0]"
2274,"[2, 1, 1, 1, 1, 1]"
1377,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
1461,"[3, 3, 3, 3, 1]"
1831,"[1, 1, 3, 3, 3, 3, 3]"
328,"[3, 3, 3, 1, 1, 1, 1]"
757,"[1, 1, 2, 2, 2, 2]"
1290,"[0, 0, 3, 3, 3, 1, 1, 3, 3, 1, 1]"
1265,"[2, 2, 2, 2, 2, 1, 1]"
2708,"[1, 1, 1, 1]"
2059,"[2, 2, 0, 2, 2, 1]"
3126,"[3, 3, 3, 0, 0, 0, 0]"
1256,"[2, 0, 0, 0, 0]"
113,"[2, 0, 0, 0, 0, 0]"
3063,"[2, 0, 0, 0, 0, 2, 0, 2]"
774,"[0, 2, 2, 0, 0, 0, 0]"
1102,"[1, 1, 1, 1, 1]"
2503,"[0, 0, 0, 0, 0, 3]"
1799,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
3018,"[1, 1, 2, 1, 1, 1, 3]"
2709,"[1, 1, 1, 1, 1]"
1484,"[2, 3, 1, 1, 0, 2, 2, 2, 3, 1, 2, 1, 2, 2]"
1250,"[2, 2, 2, 2, 1, 1, 1, 2]"
1938,"[2, 2, 2, 2, 0, 0, 0, 0]"
2177,"[2, 3, 3, 3, 1, 1, 1, 1]"
1525,"[2, 2, 1, 1, 1, 2, 2, 2]"
396,"[3, 3, 3, 1, 1, 1, 1, 3]"
570,"[2, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
1947,"[0, 0, 0, 0, 3, 3, 3]"
776,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2992,"[0, 0, 0, 0, 2]"
1797,"[0, 0, 0, 0, 3, 3]"
2188,"[2, 2, 0, 0, 0, 0, 0]"
1647,"[2, 2, 1, 1, 1, 1, 1]"
2058,"[0, 2, 0, 0, 0, 0]"
1953,"[3, 1, 1, 1, 1, 2, 1]"
96,"[0, 3, 3, 0, 3, 3, 0, 2, 2, 2, 0, 3, 3, 3, 0, 2, 2]"
3272,"[2, 1, 3, 1, 1, 2, 1, 3, 1, 2, 2, 0, 2, 2, 2, 1, 3]"
139,"[0, 3, 3, 3, 0, 2, 0, 3, 3, 3, 1, 1]"
377,"[0, 3, 0, 2, 0, 3, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0]"
2951,"[0, 2, 2, 2, 2, 2, 0, 0]"
730,"[2, 2, 2, 2, 2, 0]"
108,"[2, 0, 0, 2, 0, 0, 0]"
2836,"[0, 0, 0, 2, 2, 0]"
1672,"[1, 2, 1, 1, 3, 1]"
1526,"[1, 2, 2, 2, 2]"
1113,"[2, 2, 0, 0, 0, 0, 0, 2, 2, 2]"
666,"[0, 0, 0, 3, 0]"
1418,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
2617,"[0, 2, 2, 2, 1, 2]"
241,"[1, 2, 2, 2, 2, 2, 1]"
2636,"[2, 2, 2, 2, 2]"
1274,"[2, 0, 2, 2, 2, 2, 1]"
1035,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
2071,"[2, 0, 2, 2, 2, 2, 1]"
3236,"[3, 3, 3, 3, 3]"
1007,"[0, 3, 3, 0, 3, 3, 0, 3, 0]"
3022,"[2, 2, 0, 0, 0, 0, 0, 1]"
191,"[2, 0, 0, 2, 2, 2, 2, 1, 1, 3]"
1386,"[3, 3, 3, 3, 3, 1, 1, 1]"
605,"[1, 2, 2, 1, 1, 1, 1, 2, 2, 2]"
802,"[1, 3, 3, 1, 3, 3, 3, 1]"
2655,"[1, 3, 3, 3, 3, 1]"
1392,"[1, 3, 3, 3, 1, 1, 1, 1]"
397,"[2, 0, 0, 0, 2, 0]"
1921,"[1, 3, 3, 3, 3, 1]"
1861,"[2, 0, 3, 3, 3, 0, 0, 0, 2, 2, 2]"
2258,"[3, 3, 1, 1, 1, 1, 3, 3, 1]"
425,"[3, 3, 0, 0, 3, 3, 3, 0, 0, 0]"
2149,"[0, 2, 2, 2, 2, 2]"
1009,"[1, 1, 1, 1, 2, 2, 2]"
1099,"[2, 1, 2, 2, 2, 2]"
2861,"[2, 1, 1, 1, 1, 1, 2]"
1067,"[0, 0, 0, 0, 2, 2, 2, 2]"
2964,"[2, 3, 0, 0, 3, 0, 0]"
2426,"[1, 1, 2, 1, 2, 2, 2]"
2913,"[2, 3, 1, 1, 1, 1]"
900,"[1, 3, 3, 3, 3, 0, 0, 0, 0]"
1234,"[2, 3, 3, 0, 0, 0, 0, 0]"
1463,"[0, 0, 1, 2, 2, 2, 2, 2, 1, 1]"
513,"[0, 1, 0, 0, 0, 0]"
461,"[3, 3, 3, 3, 3, 1, 1, 1]"
2770,"[2, 2, 2, 2, 2]"
3085,"[3, 1, 3, 3, 0, 3]"
2190,"[0, 0, 0, 0]"
1871,"[3, 3, 3, 3, 3, 0]"
2060,"[0, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3]"
2288,"[3, 3, 3, 3, 3, 1, 1]"
3137,"[0, 0, 0, 3, 3, 0, 1, 1]"
144,"[2, 2, 1, 1, 1, 1]"
1460,"[3, 3, 3, 3, 3, 1, 1, 1]"
3149,"[3, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1, 2, 0]"
2840,"[0, 3, 3, 3, 3]"
61,"[0, 0, 0, 2, 2, 2, 2]"
3135,"[0, 2, 2, 2, 2, 2, 1, 3]"
3176,"[0, 0, 0, 0, 3]"
900,"[3, 3, 3, 3, 0, 0, 0]"
1541,"[2, 2, 2, 2, 2]"
3147,"[3, 1, 3, 3, 3]"
714,"[1, 1, 1, 3, 3, 3, 1]"
1789,"[0, 0, 0, 0, 3]"
980,"[1, 1, 1, 1, 1, 2]"
1261,"[0, 0, 0, 2, 2, 2, 2, 1, 1, 1]"
1942,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
1834,"[3, 3, 1, 1, 1, 1, 2]"
2822,"[0, 3, 3, 3, 3, 3, 1, 1, 1]"
3229,"[0, 0, 0, 0, 0, 3, 3]"
1074,"[3, 3, 3, 3, 0]"
2903,"[3, 3, 3, 0, 0, 0, 0, 0]"
877,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
3125,"[1, 1, 1, 1, 2, 2]"
2556,"[2, 2, 2, 1, 1, 1, 1, 1, 3]"
176,"[2, 2, 2, 2]"
2917,"[1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 2, 2, 0]"
2895,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
1238,"[3, 3, 3, 3]"
1559,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
1841,"[2, 0, 0, 0, 0]"
3159,"[2, 2, 2, 2]"
317,"[0, 0, 1, 3, 3, 3, 0, 0, 3]"
2942,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
1497,"[1, 1, 0, 2, 2, 3, 1, 1, 1, 3, 3]"
2080,"[3, 3, 3, 3, 3, 1, 1, 1]"
2740,"[2, 2, 0, 0, 0, 0]"
2504,"[2, 0, 0, 0, 0, 0, 2, 2, 2]"
1209,"[1, 3, 3, 3, 3, 3, 0]"
2615,"[3, 2, 2, 1, 1, 1, 1, 3, 0, 3, 0, 0, 0, 1, 1, 3, 3, 3, 1, 1, 0, 1, 2, 2, 0, 0, 0, 2, 0, 1, 1, 1]"
1778,"[2, 1, 1, 1, 1, 1]"
2038,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1, 3, 3]"
1157,"[0, 0, 1, 3, 3, 3, 3, 3]"
2921,"[1, 1, 1, 1, 1]"
639,"[1, 1, 3, 3, 1, 3, 1, 1]"
3205,"[0, 0, 0, 0, 0, 1, 3, 3]"
1116,"[0, 0, 2, 2, 2, 2, 2, 0, 0]"
1228,"[3, 3, 0, 0, 0, 0, 0]"
2995,"[3, 3, 3, 3, 0]"
2170,"[2, 2, 2, 2, 2, 0, 0]"
100,"[1, 1, 2, 2, 2, 2]"
1009,"[1, 1, 1, 1, 2, 2, 2]"
2587,"[0, 0, 0, 0, 2]"
1523,"[0, 0, 0, 3, 3, 3, 3, 3, 2, 1]"
2618,"[2, 2, 2, 1, 2, 2, 0]"
2353,"[1, 0, 2, 2, 1, 1, 3, 1, 3, 1, 1, 3]"
896,"[0, 0, 0, 0, 3, 3, 3]"
1550,"[3, 3, 3, 3, 1]"
961,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
1397,"[0, 0, 0, 0, 2, 2, 2, 2, 0]"
3240,"[0, 0, 0, 0, 2, 2]"
1983,"[0, 2, 2, 2, 2, 1]"
990,"[0, 0, 0, 0, 0, 2, 2]"
421,"[0, 0, 0, 0, 0]"
2003,"[1, 3, 3, 1, 1, 2, 2, 1]"
2943,"[2, 2, 2, 2, 2]"
985,"[2, 3, 3, 3, 2, 0, 0, 0, 0, 0, 3]"
1391,"[0, 0, 0, 0, 0, 3, 3]"
2245,"[3, 3, 3, 3, 3, 2, 0, 0, 0, 0]"
3104,"[2, 0, 0, 0, 0]"
1781,"[3, 2, 2, 1, 1, 1, 1]"
955,"[0, 2, 2, 2, 2, 2, 1]"
457,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2]"
206,"[3, 1, 1, 1, 1, 3, 3, 3]"
606,"[0, 2, 2, 2, 2, 1, 1]"
289,"[1, 1, 1, 1, 1, 2]"
3192,"[2, 2, 2, 2, 0]"
961,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
886,"[1, 3, 3, 3, 3]"
1674,"[3, 3, 0, 0, 0, 3, 3, 3]"
2164,"[0, 0, 0, 2, 2, 2, 0]"
2209,"[3, 3, 3, 3, 1, 1]"
99,"[0, 0, 3, 3, 3, 3, 3]"
1027,"[0, 1, 1, 2, 2, 2, 2, 2]"
1791,"[2, 0, 0, 0, 0]"
108,"[0, 0, 2, 2, 0, 0, 0]"
1852,"[0, 0, 0, 0, 2]"
1541,"[2, 2, 2, 2, 2]"
2262,"[0, 0, 0, 2, 2, 2, 2, 2, 0, 0]"
2965,"[1, 1, 2, 2, 2, 2, 2, 1]"
1344,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2550,"[1, 1, 2, 1, 1, 2]"
1893,"[2, 2, 1, 2, 1, 2]"
2748,"[0, 0, 0, 0, 0]"
971,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
2536,"[1, 2, 2, 2, 2, 3, 0, 0, 0, 2]"
1755,"[1, 1, 1, 1, 1, 0, 2, 2, 2]"
75,"[2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0]"
2128,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
1109,"[1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
2896,"[2, 0, 2, 2, 0, 0, 0, 2]"
3030,"[2, 2, 2, 2, 0, 2, 0, 0, 0]"
2375,"[1, 1, 1, 1, 1, 3, 3, 3]"
1641,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
3210,"[3, 1, 3, 3, 0, 0, 0, 0, 3, 3]"
2324,"[1, 1, 2, 2, 2, 2, 2]"
1375,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
399,"[0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 3, 2, 1]"
449,"[3, 0, 0, 0, 0, 0, 3]"
2880,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
2662,"[0, 0, 2, 2, 2, 3, 0, 0, 0, 3, 3]"
1018,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2]"
3052,"[1, 1, 1, 1, 1, 0, 2, 2, 2]"
810,"[2, 0, 0, 0, 2, 2, 2, 2]"
2195,"[0, 0, 0, 0, 0]"
1328,"[3, 3, 0, 0, 2, 0, 0, 3, 0]"
1410,"[2, 1, 1, 1, 1, 3]"
2800,"[2, 2, 1, 2, 1, 1, 1, 1]"
2037,"[0, 0, 0, 0, 2, 2, 2, 2]"
1066,"[1, 3, 3, 3, 3, 3]"
2480,"[3, 3, 3, 3]"
438,"[2, 0, 0, 0, 2, 2, 2, 2]"
2069,"[0, 2, 2, 2, 2, 2, 0, 0, 0]"
3148,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
26,"[3, 0, 0, 0, 0, 0]"
2333,"[3, 0, 0, 3, 3, 3, 1, 1, 1, 1, 3]"
2641,"[2, 1, 1, 1, 1, 1]"
55,"[1, 1, 1, 1, 1]"
1418,"[3, 3, 3, 3, 3, 1, 1, 1, 1]"
2728,"[2, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 2, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 2, 3, 0, 0]"
3080,"[1, 1, 0, 0, 2, 2, 2, 2]"
2067,"[1, 1, 3, 3, 3, 3, 3]"
513,"[0, 0, 0, 0, 0]"
1626,"[3, 3, 3, 3, 0, 0]"
2435,"[1, 1, 1, 1, 2]"
2089,"[3, 3, 3, 3, 3, 0, 0]"
2069,"[0, 0, 0, 0, 2, 2, 1, 2, 2, 2, 0]"
955,"[1, 2, 2, 2, 2, 2, 0]"
756,"[3, 3, 0, 2, 0, 0, 0, 3]"
2301,"[0, 0, 3, 3, 3, 3]"
931,"[2, 2, 2, 1, 1, 1, 1, 2]"
1223,"[2, 2, 2, 2, 0]"
730,"[2, 2, 2, 2, 2, 0]"
1011,"[3, 3, 0, 3, 3, 3, 1]"
2437,"[1, 1, 1, 2, 2, 2, 2, 2]"
650,"[0, 0, 2, 2, 2, 2]"
1945,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
111,"[2, 2, 2, 2, 0, 0, 0]"
1608,"[2, 2, 2, 2, 0, 0, 0, 0, 3]"
2589,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
704,"[1, 3, 3, 3, 3, 3]"
1793,"[2, 2, 2, 2]"
2028,"[2, 2, 0, 0, 0, 0, 0]"
662,"[0, 0, 0, 3, 3, 3, 3]"
1874,"[0, 0, 0, 0, 0, 2, 2, 2]"
355,"[0, 2, 2, 2, 2, 2]"
1219,"[0, 2, 2, 2, 2, 0]"
2251,"[2, 2, 1, 1, 2, 2, 0, 2]"
1049,"[1, 3, 3, 3, 3, 3, 1]"
1123,"[0, 0, 0, 2, 2, 2, 2, 0]"
1996,"[3, 3, 0, 0, 0, 0, 0]"
1634,"[3, 3, 3, 3, 1]"
761,"[0, 2, 2, 0, 0, 0, 0, 1, 3, 3, 3, 3]"
2104,"[3, 3, 3, 1, 1, 1, 1]"
3136,"[1, 1, 1, 1, 1, 3, 3]"
236,"[0, 0, 0, 0, 0]"
2430,"[1, 1, 1, 1, 2, 2]"
1539,"[3, 3, 3, 3, 3, 0, 0]"
2025,"[3, 3, 3, 0, 0, 0, 0]"
1837,"[3, 1, 1, 1, 1]"
1971,"[1, 1, 1, 3, 3, 3, 3, 1]"
706,"[3, 3, 1, 1, 1, 1]"
1404,"[3, 3, 0, 3, 3, 0, 0, 0]"
2535,"[1, 2, 2, 2, 2, 1, 2]"
537,"[1, 2, 1, 1, 1, 1, 2, 2, 2, 2]"
1,"[1, 1, 1, 2, 2, 2, 1, 1]"
2471,"[2, 2, 3, 0, 0, 0, 3, 3, 3, 3, 0]"
1394,"[0, 1, 1, 1, 3, 3, 3, 3]"
1119,"[3, 3, 3, 2, 0, 0, 0, 0]"
2866,"[1, 1, 1, 1, 3, 3, 3, 3]"
2836,"[2, 2, 2, 2, 0, 0, 0, 0, 3, 3, 1]"
2084,"[1, 0, 3, 3, 0, 3, 3, 0]"
677,"[1, 1, 3, 3, 1, 1, 2, 2, 2, 2, 1]"
100,"[1, 1, 2, 2, 2, 2, 1]"
1228,"[0, 0, 0, 0, 3, 3, 0]"
495,"[2, 0, 2, 2, 2, 2]"
3005,"[0, 3, 3, 3, 3, 3, 0, 0, 0]"
2877,"[1, 1, 1, 1, 3, 3, 3, 1]"
3183,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 1]"
1401,"[1, 1, 2, 1, 1, 1, 2, 2, 2, 2]"
2050,"[0, 0, 0, 0, 0, 3, 3]"
2236,"[1, 0, 2, 2, 2, 2, 0, 0]"
1895,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
2707,"[0, 0, 0, 0, 3, 3, 3]"
693,"[1, 3, 1, 3, 1, 1, 1]"
2081,"[2, 1, 1, 1, 1, 1]"
2349,"[1, 1, 1, 1, 3, 3]"
421,"[0, 0, 0, 0]"
3100,"[1, 1, 2, 2, 2, 0, 0, 0, 2]"
1592,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1480,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
388,"[0, 3, 3, 3, 3, 3]"
1412,"[1, 1, 3, 3, 3, 3]"
2893,"[3, 3, 3, 3, 3, 2, 1]"
2034,"[1, 3, 3, 3, 3, 3, 1]"
1341,"[2, 3, 2, 1, 1, 1, 1, 1, 2, 2]"
1395,"[3, 3, 0, 0, 0, 0, 0]"
408,"[2, 2, 1, 1, 1, 1, 3, 3]"
686,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1193,"[2, 2, 2, 1, 1, 1, 1]"
1391,"[2, 0, 0, 0, 0, 0, 3, 3, 3]"
1347,"[2, 2, 2, 2, 2]"
1285,"[2, 2, 2, 0, 0, 0, 0]"
2455,"[3, 3, 3, 3, 3, 0]"
2067,"[1, 1, 3, 3, 3, 3, 3]"
2077,"[2, 2, 2, 2, 0, 0, 0, 0, 2, 0]"
724,"[3, 3, 3, 3, 3, 1]"
2736,"[1, 1, 1, 2, 2, 1, 1, 2, 2, 2]"
670,"[3, 3, 3, 3, 3, 0, 0]"
81,"[1, 1, 1, 2, 2, 2, 2, 1, 2]"
987,"[1, 1, 1, 1, 2, 2]"
2499,"[1, 1, 1, 1]"
1596,"[3, 1, 1, 1, 1, 1]"
3233,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2197,"[2, 2, 1, 1, 1, 1, 1, 3]"
2041,"[2, 2, 2, 2, 2, 1, 1, 1]"
109,"[2, 2, 2, 2]"
2710,"[0, 2, 2, 0, 0, 0]"
761,"[0, 2, 2, 0, 0, 0, 3, 3, 3, 3]"
2637,"[2, 2, 0, 0, 0, 0]"
33,"[0, 0, 0, 0, 0, 1, 3, 3, 3]"
1762,"[2, 2, 2, 0, 2, 2]"
286,"[1, 0, 0, 0, 3, 3, 3, 3, 3]"
310,"[2, 1, 1, 1, 1, 1]"
1407,"[0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 3]"
3081,"[2, 2, 2, 2, 1, 1, 1, 1, 2]"
666,"[3, 0, 0, 0, 0]"
321,"[3, 3, 1, 1, 1, 3, 3]"
284,"[0, 0, 0, 0, 0]"
3244,"[1, 1, 1, 1, 0]"
504,"[2, 2, 2, 2, 2, 0]"
626,"[3, 3, 3, 3]"
918,"[1, 1, 1, 1, 3, 3, 3, 3]"
993,"[1, 1, 1, 1, 1]"
569,"[2, 2, 2, 0, 2]"
1038,"[0, 3, 3, 3, 3, 3, 1, 1, 1]"
1078,"[3, 0, 0, 0, 0]"
2543,"[1, 1, 1, 1, 2, 2]"
2891,"[1, 2, 2, 2, 2, 2, 1]"
591,"[1, 1, 1, 1, 1, 3]"
2387,"[2, 2, 2, 1, 1, 3, 1, 1, 3]"
2674,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
738,"[0, 0, 1, 3, 3, 3, 0, 0, 0, 0, 3, 3]"
2788,"[0, 0, 0, 0, 0, 1, 0, 1]"
1100,"[1, 2, 2, 2, 0, 0, 0, 0, 2]"
2201,"[0, 0, 2, 2, 2, 0, 0, 0]"
732,"[0, 0, 1, 3, 3, 3, 3, 3, 1]"
524,"[0, 0, 0, 0, 2]"
2096,"[0, 0, 0, 0, 0, 2, 2, 2]"
1419,"[0, 3, 3, 3, 3, 3]"
2512,"[0, 0, 0, 0, 0]"
2858,"[3, 1, 1, 3, 3, 3]"
2049,"[1, 3, 3, 3, 3]"
1857,"[1, 3, 3, 3, 3, 3, 1]"
882,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]"
1477,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2]"
2039,"[1, 1, 2, 2, 2, 2]"
320,"[1, 1, 2, 1, 1, 3]"
250,"[3, 0, 0, 0, 0]"
658,"[3, 3, 1, 1, 1, 1, 1, 3, 2, 2, 2]"
3150,"[1, 1, 3, 3, 3, 3, 3]"
2134,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1]"
2579,"[2, 2, 2, 0, 0, 0, 0, 0]"
2715,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1501,"[2, 0, 0, 0, 3, 0, 0, 3, 3, 3, 3, 1, 2]"
1596,"[3, 1, 1, 1, 1, 1]"
2156,"[1, 1, 1, 1, 1, 2]"
2607,"[1, 1, 3, 3, 3, 3, 0]"
131,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 0, 3]"
1392,"[3, 3, 1, 1, 1, 1, 3]"
2297,"[2, 2, 2, 2, 2]"
1425,"[0, 0, 0, 0, 0, 1, 2]"
3222,"[0, 0, 0, 0, 0, 3]"
2811,"[3, 3, 3, 3, 2, 0, 0, 3]"
2382,"[0, 0, 0, 0, 3]"
3038,"[0, 0, 2, 2, 2, 2, 0]"
604,"[2, 1, 1, 1, 2, 1, 1, 2, 2, 2]"
3270,"[0, 0, 0, 0, 3, 3, 3, 3, 0]"
1325,"[1, 1, 3, 3, 3, 3, 3, 0, 0, 2]"
3198,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
1756,"[0, 0, 3, 3, 3, 3, 3, 0]"
839,"[0, 0, 3, 3, 3, 3, 3]"
1187,"[3, 3, 3, 3, 0, 0, 0, 0]"
193,"[1, 2, 2, 2, 2, 0]"
1266,"[2, 2, 2, 2, 0, 0, 0, 0, 0]"
2464,"[0, 3, 3, 3, 3, 3, 0]"
3108,"[3, 3, 3, 3, 3, 0, 0]"
2387,"[2, 2, 2, 1, 1, 3, 1, 3, 1]"
3160,"[3, 0, 0, 0, 0]"
118,"[3, 1, 1, 1, 1, 1]"
1631,"[2, 2, 2, 0, 0, 0, 2, 0]"
2225,"[3, 3, 3, 3, 3]"
3176,"[0, 0, 0, 0, 3]"
90,"[2, 1, 1, 1, 2, 2, 1]"
1202,"[1, 1, 1, 1]"
1258,"[1, 2, 1, 1, 1, 3, 3]"
363,"[3, 3, 0, 0, 2, 2, 2, 0, 0, 3]"
810,"[2, 0, 0, 0, 2, 2, 2, 2]"
1516,"[2, 2, 2, 2, 0, 0]"
1163,"[3, 3, 0, 0, 0, 0, 3, 3, 0]"
2167,"[0, 0, 1, 1, 1, 2, 2, 2, 2]"
906,"[0, 0, 0, 0, 0]"
2656,"[2, 2, 2, 2, 1, 1, 1]"
3245,"[0, 0, 0, 0, 0, 3, 3, 3, 1]"
1813,"[3, 3, 3, 3]"
1197,"[0, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
2807,"[2, 2, 2, 2, 2, 1, 1]"
2650,"[2, 1, 1, 2, 1, 1, 2]"
1544,"[3, 3, 1, 1, 1, 1, 3]"
502,"[1, 1, 1, 3, 3, 3, 3, 3]"
2139,"[3, 0, 0, 0, 0, 3, 3]"
3094,"[1, 3, 3, 3, 3, 3, 0]"
1891,"[2, 0, 0, 0, 0, 0]"
1130,"[0, 0, 0, 0, 3, 3]"
357,"[2, 2, 1, 1, 1, 1, 1]"
2686,"[1, 1, 2, 2, 2, 2, 2]"
2317,"[3, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
2193,"[1, 3, 3, 3, 3, 3]"
1644,"[1, 1, 3, 3, 3, 3]"
1964,"[0, 3, 3, 3, 3, 3, 1]"
1654,"[0, 0, 0, 0, 2]"
3187,"[3, 3, 3, 2, 1, 1, 1, 1]"
2420,"[1, 3, 3, 3, 3, 3, 1]"
1550,"[1, 3, 3, 3, 3]"
567,"[1, 1, 1, 1]"
2587,"[0, 0, 0, 0, 2]"
548,"[0, 0, 0, 0, 3]"
825,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2147,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
3037,"[1, 2, 2, 2, 1, 1, 1, 2]"
1040,"[0, 3, 3, 3, 3, 3]"
267,"[1, 1, 3, 1, 1, 1, 3, 3]"
1143,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
237,"[0, 0, 0, 0, 0, 3, 3]"
1022,"[0, 0, 3, 0, 0, 0, 3, 3]"
195,"[0, 0, 0, 0]"
2506,"[0, 3, 0, 3, 3, 3, 3]"
1454,"[1, 1, 3, 3, 3, 3, 0, 0, 0, 0]"
1181,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
699,"[2, 2, 2, 2, 2]"
785,"[3, 1, 1, 3, 3, 3]"
3146,"[0, 2, 0, 0, 0, 0, 3, 3]"
263,"[1, 1, 1, 3, 3, 3, 3, 0, 0]"
136,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
2585,"[0, 2, 2, 0, 0, 0, 2, 0]"
148,"[3, 3, 1, 1, 1, 3, 3, 3]"
1534,"[1, 1, 2, 2, 2, 2]"
832,"[1, 1, 1, 0, 2, 2, 2, 2, 1, 1]"
1913,"[3, 3, 0, 0, 3, 0, 0, 0]"
1993,"[1, 3, 3, 3, 3]"
2371,"[1, 1, 1, 1]"
1052,"[1, 1, 2, 1, 1, 2, 2, 2]"
3087,"[1, 1, 1, 1]"
1716,"[2, 1, 1, 1, 1, 2, 2]"
